numero_piece,date_charge,code_dept,categorie_charge,sous_categorie,fournisseur,nature_charge,montant_ht,montant_tva,montant_ttc,est_budgetee,date_id_charge,annee,mois
PCE-002757,2024-06-16,DEPT-005,Salaires & Charges sociales,Avantages en nature,NETTOYAGE SERVICE,Exploitation,19662.08,0.0,19662.08,1,20240616,2024,6
PCE-002758,2024-10-13,DEPT-008,Loyer & Charges locatives,Loyer bureaux,TOTAL MADA,Exploitation,5498.41,0.0,5498.41,1,20241013,2024,10
PCE-002759,2023-11-15,DEPT-002,Salaires & Charges sociales,Charges patronales,FORMATION PLUS,Exploitation,5579.75,0.0,5579.75,1,20231115,2023,11
PCE-002760,2025-12-23,DEPT-008,Loyer & Charges locatives,Assurance locaux,FORMATION PLUS,Exploitation,7324.32,0.0,7324.32,1,20251223,2025,12
PCE-002761,2023-10-25,DEPT-005,Fournitures & Consommables,Documentation,NETTOYAGE SERVICE,Exploitation,767.46,153.49,920.95,1,20231025,2023,10
PCE-002762,2023-08-05,DEPT-002,Sous-traitance,Expertise externe,AGENCE VOYAGE,Exploitation,19118.21,3823.64,22941.85,1,20230805,2023,8
PCE-002763,2023-01-06,DEPT-006,Informatique & Licences,Maintenance SI,TRANSPORT EXPRESS,Exploitation,1911.24,382.25,2293.49,1,20230106,2023,1
PCE-002764,2025-07-24,DEPT-006,Informatique & Licences,Maintenance SI,TRANSPORT EXPRESS,Exploitation,6604.25,1320.85,7925.1,1,20250724,2025,7
PCE-002765,2024-10-16,DEPT-002,Déplacements & Missions,Hôtel & restauration,CONSULTANTS SA,Exploitation,2298.32,459.66,2757.98,1,20241016,2024,10
PCE-002766,2023-06-27,DEPT-002,Sous-traitance,Expertise externe,FOURNITURES PRO,Exploitation,7342.04,1468.41,8810.45,0,20230627,2023,6
PCE-002767,2025-04-06,DEPT-002,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,70422.74,0.0,70422.74,1,20250406,2025,4
PCE-002768,2023-06-09,DEPT-008,Loyer & Charges locatives,Charges communes,CONSULTANTS SA,Exploitation,3237.36,0.0,3237.36,1,20230609,2023,6
PCE-002769,2023-08-25,DEPT-008,Loyer & Charges locatives,Assurance locaux,AGENCE VOYAGE,Exploitation,3435.74,0.0,3435.74,1,20230825,2023,8
PCE-002770,2024-01-09,DEPT-002,Sous-traitance,Consultants,AGENCE VOYAGE,Exploitation,15884.97,3176.99,19061.96,1,20240109,2024,1
PCE-002771,2025-01-27,DEPT-005,Formation & Développement,Certifications,AGENCE VOYAGE,Exploitation,781.74,156.35,938.09,0,20250127,2025,1
PCE-002772,2025-05-18,DEPT-004,Sous-traitance,Expertise externe,CONSULTANTS SA,Exploitation,12894.79,2578.96,15473.75,1,20250518,2025,5
PCE-002773,2025-07-22,DEPT-006,Salaires & Charges sociales,Charges patronales,FOURNITURES PRO,Exploitation,17713.02,0.0,17713.02,1,20250722,2025,7
PCE-002774,2024-02-02,DEPT-002,Formation & Développement,Formations externes,ORACLE,Exploitation,2360.34,472.07,2832.41,1,20240202,2024,2
PCE-002775,2024-04-24,DEPT-004,Salaires & Charges sociales,Charges patronales,AGENCE VOYAGE,Exploitation,63815.94,0.0,63815.94,1,20240424,2024,4
PCE-002776,2025-08-27,DEPT-008,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,28337.37,0.0,28337.37,1,20250827,2025,8
PCE-002777,2024-08-28,DEPT-008,Informatique & Licences,Matériel informatique,ORANGE PRO,Exploitation,6704.47,1340.89,8045.36,1,20240828,2024,8
PCE-002778,2025-09-27,DEPT-005,Fournitures & Consommables,Fournitures de bureau,SECURITE MADA,Exploitation,404.74,80.95,485.69,0,20250927,2025,9
PCE-002779,2024-11-06,DEPT-008,Loyer & Charges locatives,Charges communes,ORACLE,Exploitation,7432.98,0.0,7432.98,1,20241106,2024,11
PCE-002780,2023-03-23,DEPT-002,Sous-traitance,Expertise externe,BAILLEUR IMMO,Exploitation,18097.45,3619.49,21716.94,1,20230323,2023,3
PCE-002781,2024-03-01,DEPT-006,Salaires & Charges sociales,Salaires bruts,FOURNITURES PRO,Exploitation,28275.68,0.0,28275.68,1,20240301,2024,3
PCE-002782,2025-05-01,DEPT-002,Formation & Développement,Certifications,TRANSPORT EXPRESS,Exploitation,1954.47,390.89,2345.36,1,20250501,2025,5
PCE-002783,2024-03-24,DEPT-001,Formation & Développement,Certifications,IT SOLUTIONS,Exploitation,2954.81,590.96,3545.77,0,20240324,2024,3
PCE-002784,2023-06-10,DEPT-003,Déplacements & Missions,Carburant,IBM MADA,Exploitation,839.72,167.94,1007.66,1,20230610,2023,6
PCE-002785,2025-11-28,DEPT-002,Formation & Développement,Formations externes,ORACLE,Exploitation,4261.27,852.25,5113.52,0,20251128,2025,11
PCE-002786,2023-06-28,DEPT-004,Sous-traitance,Expertise externe,CONSULTANTS SA,Exploitation,1484.71,296.94,1781.65,1,20230628,2023,6
PCE-002787,2025-07-01,DEPT-001,Formation & Développement,Formations externes,TRANSPORT EXPRESS,Exploitation,2397.12,479.42,2876.54,1,20250701,2025,7
PCE-002788,2023-03-29,DEPT-001,Sous-traitance,Expertise externe,IT SOLUTIONS,Exploitation,17657.28,3531.46,21188.74,0,20230329,2023,3
PCE-002789,2024-04-22,DEPT-008,Fournitures & Consommables,Consommables informatique,ORACLE,Exploitation,399.6,79.92,479.52,1,20240422,2024,4
PCE-002790,2023-07-14,DEPT-008,Informatique & Licences,Matériel informatique,CONSULTANTS SA,Exploitation,985.34,197.07,1182.41,1,20230714,2023,7
PCE-002791,2023-09-07,DEPT-002,Déplacements & Missions,Carburant,TOTAL MADA,Exploitation,2298.17,459.63,2757.8,0,20230907,2023,9
PCE-002792,2024-03-22,DEPT-001,Salaires & Charges sociales,Avantages en nature,TRANSPORT EXPRESS,Exploitation,55345.05,0.0,55345.05,1,20240322,2024,3
PCE-002793,2024-11-17,DEPT-008,Loyer & Charges locatives,Assurance locaux,FORMATION PLUS,Exploitation,6422.37,0.0,6422.37,1,20241117,2024,11
PCE-002794,2025-09-21,DEPT-003,Salaires & Charges sociales,Salaires bruts,IBM MADA,Exploitation,19857.3,0.0,19857.3,1,20250921,2025,9
PCE-002795,2023-01-23,DEPT-007,Salaires & Charges sociales,Avantages en nature,BAILLEUR IMMO,Exploitation,37785.7,0.0,37785.7,1,20230123,2023,1
PCE-002796,2025-10-24,DEPT-008,Salaires & Charges sociales,Avantages en nature,IT SOLUTIONS,Exploitation,74907.14,0.0,74907.14,1,20251024,2025,10
PCE-002797,2025-08-14,DEPT-001,Formation & Développement,Certifications,NETTOYAGE SERVICE,Exploitation,2866.79,573.36,3440.15,1,20250814,2025,8
PCE-002798,2025-10-03,DEPT-008,Fournitures & Consommables,Documentation,CONSULTANTS SA,Exploitation,966.91,193.38,1160.29,1,20251003,2025,10
PCE-002799,2023-06-24,DEPT-001,Déplacements & Missions,Hôtel & restauration,IT SOLUTIONS,Exploitation,477.07,95.41,572.48,0,20230624,2023,6
PCE-002800,2024-08-24,DEPT-005,Fournitures & Consommables,Consommables informatique,CONSULTANTS SA,Exploitation,683.43,136.69,820.12,1,20240824,2024,8
PCE-002801,2023-12-29,DEPT-002,Formation & Développement,Certifications,ORANGE PRO,Exploitation,4099.63,819.93,4919.56,1,20231229,2023,12
PCE-002802,2024-02-23,DEPT-007,Salaires & Charges sociales,Charges patronales,FOURNITURES PRO,Exploitation,76119.13,0.0,76119.13,1,20240223,2024,2
PCE-002803,2025-05-21,DEPT-003,Sous-traitance,Expertise externe,TOTAL MADA,Exploitation,11297.97,2259.59,13557.56,0,20250521,2025,5
PCE-002804,2024-04-13,DEPT-006,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,19046.34,0.0,19046.34,1,20240413,2024,4
PCE-002805,2023-04-12,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORANGE PRO,Exploitation,7269.38,0.0,7269.38,1,20230412,2023,4
PCE-002806,2023-12-11,DEPT-008,Informatique & Licences,Cloud & hébergement,NETTOYAGE SERVICE,Exploitation,1070.38,214.08,1284.46,1,20231211,2023,12
PCE-002807,2024-04-01,DEPT-005,Salaires & Charges sociales,Avantages en nature,BAILLEUR IMMO,Exploitation,21200.12,0.0,21200.12,1,20240401,2024,4
PCE-002808,2025-06-14,DEPT-007,Déplacements & Missions,Carburant,ORANGE PRO,Exploitation,348.52,69.7,418.22,0,20250614,2025,6
PCE-002809,2024-07-07,DEPT-003,Salaires & Charges sociales,Avantages en nature,CONSULTANTS SA,Exploitation,63991.86,0.0,63991.86,1,20240707,2024,7
PCE-002810,2023-04-21,DEPT-007,Déplacements & Missions,Carburant,HOTEL COLBERT,Exploitation,1042.87,208.57,1251.44,1,20230421,2023,4
PCE-002811,2023-05-24,DEPT-007,Déplacements & Missions,Hôtel & restauration,HOTEL COLBERT,Exploitation,601.74,120.35,722.09,0,20230524,2023,5
PCE-002812,2023-11-08,DEPT-002,Déplacements & Missions,Hôtel & restauration,ORACLE,Exploitation,517.9,103.58,621.48,1,20231108,2023,11
PCE-002813,2024-10-19,DEPT-001,Formation & Développement,Abonnements professionnels,IBM MADA,Exploitation,2318.12,463.62,2781.74,1,20241019,2024,10
PCE-002814,2023-09-04,DEPT-002,Sous-traitance,Prestations ponctuelles,IT SOLUTIONS,Exploitation,7544.52,1508.9,9053.42,1,20230904,2023,9
PCE-002815,2025-01-12,DEPT-006,Informatique & Licences,Licences logiciels,TOTAL MADA,Exploitation,4052.87,810.57,4863.44,0,20250112,2025,1
PCE-002816,2024-11-10,DEPT-005,Fournitures & Consommables,Fournitures de bureau,NETTOYAGE SERVICE,Exploitation,907.77,181.55,1089.32,1,20241110,2024,11
PCE-002817,2024-07-26,DEPT-008,Loyer & Charges locatives,Loyer bureaux,AGENCE VOYAGE,Exploitation,2624.01,0.0,2624.01,1,20240726,2024,7
PCE-002818,2024-05-30,DEPT-001,Formation & Développement,Abonnements professionnels,IBM MADA,Exploitation,1324.96,264.99,1589.95,1,20240530,2024,5
PCE-002819,2023-06-08,DEPT-008,Loyer & Charges locatives,Charges communes,ORANGE PRO,Exploitation,3227.34,0.0,3227.34,1,20230608,2023,6
PCE-002820,2025-06-19,DEPT-008,Informatique & Licences,Maintenance SI,MICROSOFT MADA,Exploitation,2296.78,459.36,2756.14,1,20250619,2025,6
PCE-002821,2023-06-03,DEPT-004,Sous-traitance,Prestations ponctuelles,NETTOYAGE SERVICE,Exploitation,15433.23,3086.65,18519.88,0,20230603,2023,6
PCE-002822,2024-08-25,DEPT-002,Formation & Développement,Abonnements professionnels,MICROSOFT MADA,Exploitation,3774.09,754.82,4528.91,0,20240825,2024,8
PCE-002823,2023-03-13,DEPT-008,Salaires & Charges sociales,Charges patronales,FOURNITURES PRO,Exploitation,66173.53,0.0,66173.53,1,20230313,2023,3
PCE-002824,2023-10-01,DEPT-001,Sous-traitance,Consultants,SECURITE MADA,Exploitation,2537.24,507.45,3044.69,1,20231001,2023,10
PCE-002825,2023-02-10,DEPT-008,Informatique & Licences,Matériel informatique,ORANGE PRO,Exploitation,11114.59,2222.92,13337.51,1,20230210,2023,2
PCE-002826,2023-10-22,DEPT-008,Loyer & Charges locatives,Assurance locaux,AGENCE VOYAGE,Exploitation,3643.16,0.0,3643.16,1,20231022,2023,10
PCE-002827,2023-06-14,DEPT-003,Sous-traitance,Expertise externe,CONSULTANTS SA,Exploitation,12824.03,2564.81,15388.84,1,20230614,2023,6
PCE-002828,2025-03-14,DEPT-003,Déplacements & Missions,Hôtel & restauration,TOTAL MADA,Exploitation,680.76,136.15,816.91,1,20250314,2025,3
PCE-002829,2024-10-10,DEPT-007,Déplacements & Missions,Carburant,AGENCE VOYAGE,Exploitation,2792.85,558.57,3351.42,1,20241010,2024,10
PCE-002830,2024-03-14,DEPT-008,Loyer & Charges locatives,Charges communes,ORANGE PRO,Exploitation,4650.2,0.0,4650.2,1,20240314,2024,3
PCE-002831,2025-08-06,DEPT-002,Formation & Développement,Abonnements professionnels,IBM MADA,Exploitation,1053.4,210.68,1264.08,1,20250806,2025,8
PCE-002832,2023-06-26,DEPT-004,Sous-traitance,Expertise externe,FORMATION PLUS,Exploitation,10360.43,2072.09,12432.52,0,20230626,2023,6
PCE-002833,2025-09-29,DEPT-002,Sous-traitance,Prestations ponctuelles,HOTEL COLBERT,Exploitation,13101.74,2620.35,15722.09,1,20250929,2025,9
PCE-002834,2025-05-18,DEPT-008,Fournitures & Consommables,Consommables informatique,MICROSOFT MADA,Exploitation,1184.82,236.96,1421.78,1,20250518,2025,5
PCE-002835,2025-11-01,DEPT-002,Déplacements & Missions,Transport,TRANSPORT EXPRESS,Exploitation,2973.18,594.64,3567.82,1,20251101,2025,11
PCE-002836,2024-03-25,DEPT-001,Salaires & Charges sociales,Charges patronales,SECURITE MADA,Exploitation,50482.57,0.0,50482.57,1,20240325,2024,3
PCE-002837,2025-05-17,DEPT-008,Informatique & Licences,Licences logiciels,FORMATION PLUS,Exploitation,13522.24,2704.45,16226.69,1,20250517,2025,5
PCE-002838,2025-04-29,DEPT-003,Sous-traitance,Prestations ponctuelles,FORMATION PLUS,Exploitation,11313.17,2262.63,13575.8,0,20250429,2025,4
PCE-002839,2025-09-23,DEPT-005,Fournitures & Consommables,Documentation,MICROSOFT MADA,Exploitation,1075.74,215.15,1290.89,1,20250923,2025,9
PCE-002840,2024-03-05,DEPT-007,Salaires & Charges sociales,Avantages en nature,NETTOYAGE SERVICE,Exploitation,59127.39,0.0,59127.39,1,20240305,2024,3
PCE-002841,2025-10-23,DEPT-002,Déplacements & Missions,Hôtel & restauration,BAILLEUR IMMO,Exploitation,1518.26,303.65,1821.91,1,20251023,2025,10
PCE-002842,2025-10-02,DEPT-008,Informatique & Licences,Cloud & hébergement,HOTEL COLBERT,Exploitation,8203.81,1640.76,9844.57,1,20251002,2025,10
PCE-002843,2025-03-02,DEPT-002,Formation & Développement,Formations externes,ORACLE,Exploitation,4490.71,898.14,5388.85,1,20250302,2025,3
PCE-002844,2025-05-07,DEPT-002,Formation & Développement,Formations externes,IBM MADA,Exploitation,1795.41,359.08,2154.49,1,20250507,2025,5
PCE-002845,2023-11-04,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORACLE,Exploitation,3039.83,0.0,3039.83,1,20231104,2023,11
PCE-002846,2023-10-10,DEPT-004,Salaires & Charges sociales,Avantages en nature,SECURITE MADA,Exploitation,17272.05,0.0,17272.05,1,20231010,2023,10
PCE-002847,2023-01-07,DEPT-008,Informatique & Licences,Cloud & hébergement,TRANSPORT EXPRESS,Exploitation,8793.93,1758.79,10552.72,1,20230107,2023,1
PCE-002848,2025-06-27,DEPT-002,Formation & Développement,Formations externes,FORMATION PLUS,Exploitation,1545.86,309.17,1855.03,1,20250627,2025,6
PCE-002849,2025-05-14,DEPT-003,Déplacements & Missions,Hôtel & restauration,HOTEL COLBERT,Exploitation,696.48,139.3,835.78,0,20250514,2025,5
PCE-002850,2023-01-05,DEPT-001,Déplacements & Missions,Hôtel & restauration,ORANGE PRO,Exploitation,764.02,152.8,916.82,1,20230105,2023,1
PCE-002851,2023-04-11,DEPT-007,Salaires & Charges sociales,Charges patronales,ORANGE PRO,Exploitation,15836.6,0.0,15836.6,1,20230411,2023,4
PCE-002852,2025-07-30,DEPT-002,Formation & Développement,Certifications,CONSULTANTS SA,Exploitation,3448.59,689.72,4138.31,1,20250730,2025,7
PCE-002853,2024-05-15,DEPT-002,Déplacements & Missions,Carburant,SECURITE MADA,Exploitation,2042.51,408.5,2451.01,0,20240515,2024,5
PCE-002854,2024-05-18,DEPT-008,Loyer & Charges locatives,Charges communes,FOURNITURES PRO,Exploitation,5032.84,0.0,5032.84,1,20240518,2024,5
PCE-002855,2024-03-06,DEPT-005,Fournitures & Consommables,Consommables informatique,FOURNITURES PRO,Exploitation,872.38,174.48,1046.86,1,20240306,2024,3
PCE-002856,2025-07-05,DEPT-007,Salaires & Charges sociales,Avantages en nature,ORANGE PRO,Exploitation,20779.52,0.0,20779.52,1,20250705,2025,7
PCE-002857,2024-12-14,DEPT-003,Déplacements & Missions,Transport,HOTEL COLBERT,Exploitation,705.51,141.1,846.61,1,20241214,2024,12
PCE-002858,2024-04-27,DEPT-002,Sous-traitance,Prestations ponctuelles,FORMATION PLUS,Exploitation,10118.53,2023.71,12142.24,0,20240427,2024,4
PCE-002859,2023-09-30,DEPT-006,Informatique & Licences,Maintenance SI,FOURNITURES PRO,Exploitation,2153.09,430.62,2583.71,1,20230930,2023,9
PCE-002860,2025-04-07,DEPT-006,Informatique & Licences,Cloud & hébergement,MICROSOFT MADA,Exploitation,941.97,188.39,1130.36,1,20250407,2025,4
PCE-002861,2024-12-19,DEPT-005,Fournitures & Consommables,Documentation,MICROSOFT MADA,Exploitation,180.52,36.1,216.62,1,20241219,2024,12
PCE-002862,2025-06-07,DEPT-001,Déplacements & Missions,Hôtel & restauration,AGENCE VOYAGE,Exploitation,718.28,143.66,861.94,1,20250607,2025,6
PCE-002863,2025-07-24,DEPT-007,Déplacements & Missions,Hôtel & restauration,FORMATION PLUS,Exploitation,2274.81,454.96,2729.77,1,20250724,2025,7
PCE-002864,2024-04-13,DEPT-002,Formation & Développement,Formations externes,CONSULTANTS SA,Exploitation,3655.52,731.1,4386.62,1,20240413,2024,4
PCE-002865,2025-01-04,DEPT-007,Salaires & Charges sociales,Avantages en nature,SECURITE MADA,Exploitation,53904.59,0.0,53904.59,1,20250104,2025,1
PCE-002866,2024-04-11,DEPT-008,Fournitures & Consommables,Consommables informatique,TOTAL MADA,Exploitation,404.09,80.82,484.91,1,20240411,2024,4
PCE-002867,2025-05-19,DEPT-001,Formation & Développement,Formations externes,TOTAL MADA,Exploitation,1210.24,242.05,1452.29,1,20250519,2025,5
PCE-002868,2024-04-27,DEPT-002,Formation & Développement,Abonnements professionnels,HOTEL COLBERT,Exploitation,1587.26,317.45,1904.71,1,20240427,2024,4
PCE-002869,2024-01-20,DEPT-003,Déplacements & Missions,Carburant,ORANGE PRO,Exploitation,1290.69,258.14,1548.83,1,20240120,2024,1
PCE-002870,2025-04-17,DEPT-005,Fournitures & Consommables,Documentation,ORACLE,Exploitation,1156.01,231.2,1387.21,1,20250417,2025,4
PCE-002871,2025-03-30,DEPT-008,Salaires & Charges sociales,Salaires bruts,ORACLE,Exploitation,22866.36,0.0,22866.36,1,20250330,2025,3
PCE-002872,2025-04-05,DEPT-003,Déplacements & Missions,Hôtel & restauration,SECURITE MADA,Exploitation,2575.74,515.15,3090.89,1,20250405,2025,4
PCE-002873,2025-03-23,DEPT-008,Loyer & Charges locatives,Loyer bureaux,HOTEL COLBERT,Exploitation,5963.12,0.0,5963.12,1,20250323,2025,3
PCE-002874,2024-09-04,DEPT-008,Loyer & Charges locatives,Assurance locaux,SECURITE MADA,Exploitation,7060.94,0.0,7060.94,1,20240904,2024,9
PCE-002875,2023-01-17,DEPT-004,Sous-traitance,Consultants,IT SOLUTIONS,Exploitation,1513.31,302.66,1815.97,0,20230117,2023,1
PCE-002876,2023-11-26,DEPT-002,Formation & Développement,Certifications,TRANSPORT EXPRESS,Exploitation,4028.58,805.72,4834.3,0,20231126,2023,11
PCE-002877,2024-10-31,DEPT-001,Salaires & Charges sociales,Charges patronales,FOURNITURES PRO,Exploitation,9859.7,0.0,9859.7,1,20241031,2024,10
PCE-002878,2025-08-14,DEPT-004,Sous-traitance,Consultants,ORACLE,Exploitation,15205.15,3041.03,18246.18,1,20250814,2025,8
PCE-002879,2024-08-10,DEPT-008,Loyer & Charges locatives,Charges communes,CONSULTANTS SA,Exploitation,7707.86,0.0,7707.86,1,20240810,2024,8
PCE-002880,2025-03-13,DEPT-008,Fournitures & Consommables,Documentation,IT SOLUTIONS,Exploitation,240.46,48.09,288.55,1,20250313,2025,3
PCE-002881,2025-06-29,DEPT-005,Fournitures & Consommables,Documentation,AGENCE VOYAGE,Exploitation,739.13,147.83,886.96,1,20250629,2025,6
PCE-002882,2025-02-14,DEPT-008,Informatique & Licences,Matériel informatique,IBM MADA,Exploitation,11091.7,2218.34,13310.04,1,20250214,2025,2
PCE-002883,2023-01-22,DEPT-008,Salaires & Charges sociales,Charges patronales,TRANSPORT EXPRESS,Exploitation,16081.97,0.0,16081.97,1,20230122,2023,1
PCE-002884,2025-09-02,DEPT-008,Salaires & Charges sociales,Avantages en nature,AGENCE VOYAGE,Exploitation,68177.83,0.0,68177.83,1,20250902,2025,9
PCE-002885,2024-05-13,DEPT-001,Formation & Développement,Formations externes,ORACLE,Exploitation,4353.73,870.75,5224.48,1,20240513,2024,5
PCE-002886,2024-05-07,DEPT-006,Informatique & Licences,Licences logiciels,IT SOLUTIONS,Exploitation,13127.17,2625.43,15752.6,1,20240507,2024,5
PCE-002887,2025-11-22,DEPT-001,Déplacements & Missions,Hôtel & restauration,BAILLEUR IMMO,Exploitation,2694.48,538.9,3233.38,1,20251122,2025,11
PCE-002888,2023-01-14,DEPT-001,Sous-traitance,Consultants,BAILLEUR IMMO,Exploitation,2038.61,407.72,2446.33,1,20230114,2023,1
PCE-002889,2024-12-10,DEPT-005,Fournitures & Consommables,Fournitures de bureau,NETTOYAGE SERVICE,Exploitation,1399.12,279.82,1678.94,1,20241210,2024,12
PCE-002890,2024-06-08,DEPT-008,Informatique & Licences,Matériel informatique,IBM MADA,Exploitation,5122.87,1024.57,6147.44,0,20240608,2024,6
PCE-002891,2023-09-18,DEPT-008,Loyer & Charges locatives,Charges communes,SECURITE MADA,Exploitation,2575.5,0.0,2575.5,1,20230918,2023,9
PCE-002892,2024-01-24,DEPT-006,Salaires & Charges sociales,Avantages en nature,ORANGE PRO,Exploitation,51642.59,0.0,51642.59,1,20240124,2024,1
PCE-002893,2025-04-03,DEPT-001,Déplacements & Missions,Transport,FOURNITURES PRO,Exploitation,1779.22,355.84,2135.06,1,20250403,2025,4
PCE-002894,2024-10-10,DEPT-001,Salaires & Charges sociales,Charges patronales,TOTAL MADA,Exploitation,37546.38,0.0,37546.38,1,20241010,2024,10
PCE-002895,2025-06-10,DEPT-006,Informatique & Licences,Maintenance SI,NETTOYAGE SERVICE,Exploitation,9167.19,1833.44,11000.63,1,20250610,2025,6
PCE-002896,2024-03-03,DEPT-001,Sous-traitance,Expertise externe,FOURNITURES PRO,Exploitation,8812.85,1762.57,10575.42,1,20240303,2024,3
PCE-002897,2025-09-19,DEPT-001,Sous-traitance,Expertise externe,HOTEL COLBERT,Exploitation,6534.12,1306.82,7840.94,0,20250919,2025,9
PCE-002898,2024-01-26,DEPT-002,Sous-traitance,Prestations ponctuelles,MICROSOFT MADA,Exploitation,19648.54,3929.71,23578.25,0,20240126,2024,1
PCE-002899,2024-07-18,DEPT-007,Salaires & Charges sociales,Salaires bruts,FOURNITURES PRO,Exploitation,28547.75,0.0,28547.75,1,20240718,2024,7
PCE-002900,2024-04-25,DEPT-008,Fournitures & Consommables,Fournitures de bureau,BAILLEUR IMMO,Exploitation,110.42,22.08,132.5,1,20240425,2024,4
PCE-002901,2023-06-03,DEPT-008,Loyer & Charges locatives,Loyer bureaux,FOURNITURES PRO,Exploitation,5014.75,0.0,5014.75,1,20230603,2023,6
PCE-002902,2023-08-07,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORACLE,Exploitation,5425.74,0.0,5425.74,1,20230807,2023,8
PCE-002903,2024-12-25,DEPT-001,Formation & Développement,Certifications,ORACLE,Exploitation,3849.32,769.86,4619.18,1,20241225,2024,12
PCE-002904,2023-05-20,DEPT-005,Fournitures & Consommables,Documentation,NETTOYAGE SERVICE,Exploitation,867.1,173.42,1040.52,1,20230520,2023,5
